,12,12,12,34,34,34,567,567,567,bottom,bottom,bottom,all,all,all,upper,upper,upper,lower,lower,lower,middle,middle,middle
,mean,meanErr,max,mean,meanErr,max,mean,meanErr,max,mean,meanErr,max,mean,meanErr,max,mean,max,meanErr,mean,max,meanErr,mean,max,meanErr
241219,,,,,,,,,,6.159984579021765,0.1903263793198553,288.4576331184801,16.5378102270584,0.2155848862050953,660.16627860766,2.4089624507303573,91.06041466626422,0.075860759072559,2.2185537792866943,116.45582814591738,0.0962960004216654,5.799805047894687,185.87948620389813,0.1761965857252157
241220,,,,,,,,,,5.924787949117264,0.1302050040406867,294.59787684915267,16.49087841133344,0.2244476401420468,660.2007997630651,2.491295981696497,94.1192436052726,0.1404329660923784,1.980508486966982,135.2056547126877,0.1169719858661895,5.641301159631743,178.9423334706629,0.1228875520304593
241221,,,,,,,,,,6.1089156339465145,0.1958841693005281,283.7730510960351,16.47450542359541,0.2260376341150845,622.3491910066986,2.541506441614008,85.27120209873976,0.1185487284522477,2.083338311913267,122.5463087930597,0.1201408866343249,5.861647322698523,179.15487791969105,0.1493787444709425
241222,,,,,,,,,,6.018056716162224,0.230846408300635,284.4701792939068,16.752068892268465,0.2887117123505031,667.8607586192268,2.318034553740311,86.68296688453562,0.0844712570323232,2.1444100902063936,120.48313540801088,0.117597319281132,5.653659178035115,174.91386924726217,0.1213114932295948
241223,,,,,,,,,,6.054290528121198,0.136756133724312,314.51849173406,16.227817204892734,0.2045635856049908,734.3868960012467,2.242492010199032,100.06634726445036,0.1740773059281873,2.004791976643547,134.9206087558727,0.04374995481278,5.6711438498702735,203.7315483260156,0.1424098996772857
241224,,,,,,,,,,6.379380759884916,0.1675467616234006,317.4426523063607,16.77311437433364,0.2607174979061467,660.180328907774,2.2745730982577497,92.03310297928056,0.0625188059975936,2.15123726561349,121.45036970869242,0.0919703613678327,6.020946192162961,176.83073490895612,0.1135034791181635
241225,,,,,,,,,,5.821866842253597,0.139543875309016,271.3842520787562,16.48584276836323,0.2890834912226598,652.7692391694203,2.4298940094043124,86.7012907479792,0.0808467798325857,2.140600330993028,109.51807899331156,0.1349539363278413,5.821105782592067,168.7668524823758,0.1170332525748427
241226,,,,,,,,,,6.225123360053097,0.1397597228601909,262.9621429941971,16.606434019759586,0.2667431535472852,2043.5731726225868,2.042244195371438,89.56901157743847,0.1359563609347783,2.019801119966953,110.48872589460105,0.1796704716468605,5.505366552587911,2045.2996523436464,0.1767066901542935
241227,,,,,,,,,,6.152936090640757,0.1312913679015563,281.57147218952747,16.376940745889733,0.2203704000115054,1380.698572057183,2.5677769829278474,92.73031751807002,0.0895000140567137,2.079905456478243,124.7213018433864,0.0467106587791482,5.863817172290769,1122.6962047114996,0.0888926717663394
241228,,,,,,,,,,6.067588606104487,0.0901727066637296,304.7805746123401,16.61782413036989,0.225778651307626,1167.333012458014,2.3636596867025577,91.4837137013131,0.0924879507408356,2.27270608731375,116.27965404313976,0.0526361009231431,6.046737474033697,999.3285943668496,0.209602191347214
241229,,,,,,,,,,6.090358603534953,0.1519294819171728,286.61734974992095,16.824680207681133,0.2030913494527454,676.9186072037783,2.5140182300999023,90.189522514935,0.0669309559283093,1.9445395171094968,107.4712174957902,0.2857360155657363,5.937492008159923,203.8985111403121,0.2017435535780449
241230,,,,,,,,,,6.243074320905577,0.1910540210146815,271.2477055306613,16.055622741442672,0.227965650581607,645.2445173713863,2.51897645562376,92.93817739244712,0.1815783426095797,2.05999694182389,120.90522034681504,0.0785388897757759,5.780632144271018,174.42098449408712,0.1490402055495931
241231,,,,,,,,,,5.898051794434935,0.1712753256103065,275.01585410534125,16.49184818493984,0.2439977555347303,600.365473795192,2.4411798231307813,89.19341321203855,0.0789682049332116,2.008887021579552,107.61860673673358,0.2289344965285636,5.571933505786761,163.47197766227671,0.1454058629183053
250101,,,,,,,,,,6.08610382455852,0.2305916873164434,298.55320093073914,17.059960789372212,0.2648768418590298,2389.328596286617,2.398832597248369,96.39448810502137,0.0634614514689275,2.1837723584413253,127.3254392270396,0.1062723123454632,5.714024639374085,2382.8379252369737,0.1066477853602857
250102,,,,,,,,,,5.923073099923753,0.0873045732966321,322.6773989051054,16.255123259489547,0.2355673995639551,1417.5738319305,2.2869546344960465,94.7798058241112,0.2142786738701387,2.058563601899852,130.51035378926014,0.1380703688706234,5.6115301321936615,1223.9690148034051,0.1724034047144076
250103,,,,,,,,,,6.254535159022667,0.181145383136105,277.19222631571444,16.68057807661116,0.2963987980312659,634.1536888647755,2.4182024413872134,91.49858367146732,0.0790650011523931,2.185638405713056,128.2254390714008,0.2126667986704273,5.797726378660073,168.12065894949532,0.0898047187341295
250104,,,,,,,,,,6.155538933330335,0.1607941890618922,319.48968644565,16.207392729944043,0.2827703133857398,1980.2715403284176,2.5303950904450105,100.21328238595191,0.1104640177022185,2.178510406901221,137.79491883303646,0.2541726021910147,5.926112402770444,1909.9082781259224,0.129952905305856
250105,,,,,,,,,,6.083178227130658,0.130653837499352,299.52106938891785,16.346609404360724,0.2568193335822062,2023.2025693092544,2.3470589795181422,111.15556645658754,0.2262946491520198,1.972926851864388,152.29474436642465,0.1675091721432046,5.799830388669281,1788.0704508937376,0.0999053880403764
250106,,,,,,,,,,5.896918127963245,0.1279495535766361,268.911570619284,16.202347892092583,0.2365420703657942,637.5645490780323,2.415483533728111,100.4857205784378,0.0794748830260116,1.7603195005212664,115.56127168020669,0.1280290118538757,5.784367860577,187.17847170396823,0.1522333117942008
250102,,,,,,,,,,5.948211972514143,0.0841449592153234,320.7383568483127,16.2589137798717,0.2155631903715618,1336.3895944550193,2.3931095911311084,94.00756234956845,0.1728651207320945,2.0518026589930836,125.81678479554981,0.1382327350222499,5.597932670493201,999.4891339535858,0.19080669239759604
