,12,12,12,34,34,34,567,567,567,bottom,bottom,bottom,all,all,all,upper,upper,upper,lower,lower,lower,middle,middle,middle
,mean,meanErr,max,mean,meanErr,max,mean,meanErr,max,mean,meanErr,max,mean,meanErr,max,mean,max,meanErr,mean,max,meanErr,mean,max,meanErr
241203,,,,,,,,,,5.628085750473823,0.1435005292366645,281.1815968150772,15.90815419617212,0.2306396071296549,3617.4863085535135,2.4620868462653736,85.43409238751744,0.1785520155927925,2.097481016557716,120.8317162127512,0.1026106047022609,5.68608615754658,3559.2871115405137,0.1265779422125987
241207,,,,,,,,,,4.65982345957447,0.0703475834386049,259.6958881674245,15.274638088517328,0.1942850878516753,4728.073480469386,2.1153489757550106,82.73016877141416,0.0700414699611044,2.169329265293598,105.07866814261465,0.1200863074245604,5.570099961240185,4705.608232966926,0.0946929317106092
241209,,,,,,,,,,5.124221310904497,0.1411171319596263,275.7062407502728,16.281574089903586,0.2149217884037658,4800.620420671271,2.412883004798906,82.082056234738,0.0808693590494517,1.9532822319312435,105.08281140945914,0.0600364062515457,5.571849698991508,4793.339120313698,0.1054742818974128
241211,,,,,,,,,,5.777294555233401,0.116763874899229,283.5344344701982,16.48684685428785,0.231568507517786,708.6467984869136,2.245557886852624,91.68190763364436,0.1469348899063027,2.046730015639491,124.34015533792564,0.1934613575825331,5.555226769535225,218.18587682683108,0.1406756309220828
241212,,,,,,,,,,5.833918351312756,0.2013274306084412,274.81856888693045,16.071124622397537,0.2150352020611731,744.5493967721798,2.507986617824024,89.20629773740424,0.0586494451886541,2.0261382374440178,113.93080675794008,0.1385773112451601,5.446236751993257,268.5000463735802,0.1587315528880458
241213,,,,,,,,,,5.744703061599884,0.2135838249779686,266.49887127416,15.91438445007246,0.3687438717812004,673.8489589689771,2.3969793246408586,86.06809320493498,0.1135362704084868,2.140520486593485,129.70933514263072,0.1647789821255727,5.615876798739248,212.7041951025988,0.2114369072639478
241214,,,,,,,,,,6.006008277758688,0.1942326176643314,269.82155798039685,16.176302986288437,0.2319121665871904,596.874893366896,2.453903039955447,88.74879684698571,0.0602936233353504,2.091195473932759,109.6834433691072,0.1467224072012597,5.74306330297056,178.5304372625266,0.1244530063727482
241215,,,,,,,,,,6.109086460853706,0.0984373084278338,277.4458515726497,16.566870440371368,0.2358658705283422,646.5562770434686,2.4644416704019534,97.574946429328,0.0345160261763791,2.1850116401359494,114.3669274412224,0.1612569282589926,5.720585475840332,167.4531124716433,0.1251719154268323
241216,,,,,,,,,,5.82890147371536,0.127926193354073,255.49295526926392,16.506030323025893,0.222983452299421,586.2305471483983,2.193318805572284,78.69935709384602,0.0735982769338819,2.184787461745397,116.8058746780315,0.1372135543816121,5.627322051707415,158.69757386367277,0.1399997577045293
241217,,,,,,,,,,6.034059628518141,0.1258325192526022,280.6272044222016,16.558551073000984,0.2129145095524138,615.9874263312997,2.360254921270121,86.06657732724146,0.0601139125808457,1.9817737557726869,108.73044740944992,0.2045695039789225,5.601451247677243,173.5004169863822,0.1093605248044223
241218,,,,,,,,,,6.1463930423584605,0.1356350669830931,300.7883017981684,16.368568348202594,0.2204240304185438,627.955048121076,2.5305557407416464,92.54589140034471,0.0535842228045883,1.9733398596149037,119.0136013244344,0.1152653494321424,5.97150265845392,165.75833230025307,0.1691056235193417
241212,,,,,,,,,,5.866825522004429,0.18153472652910246,274.844034011917,16.00544598406108,0.20191927342372673,744.8831924554687,2.506409686713493,89.11228083241612,0.059660903375259804,2.0305909748418505,115.9980972273458,0.11814920739599342,5.426393781679766,268.8537497347806,0.15693324694311828
