,12,12,12,34,34,34,567,567,567,bottom,bottom,bottom,all,all,all,upper,upper,upper,lower,lower,lower,middle,middle,middle
,mean,meanErr,max,mean,meanErr,max,mean,meanErr,max,mean,meanErr,max,mean,meanErr,max,mean,max,meanErr,mean,max,meanErr,mean,max,meanErr
250122,,,,,,,,,,5.554652967989427,0.0954934408473309,273.30019158836245,15.98241167205685,0.257050763430643,703.39483067114,2.4255113983766625,97.93791427891072,0.0615777444386101,2.1484494704251778,126.65341841032784,0.0839916044320804,5.540913839292309,195.12372054072043,0.1348026910051074
250123,,,,,,,,,,5.502765245087121,0.1189358731876117,272.2286576717766,16.02232088777071,0.2527100367767191,631.318046654773,2.641096553147501,93.9992159417541,0.0472962953829016,2.038825583561494,109.20282957467718,0.1418575943690571,5.841535130567263,192.86039039338337,0.1438784825934533
250124,,,,,,,,,,5.6302991767925805,0.0900693396975871,279.6242913380702,16.37159118935243,0.2922918326172624,730.4741751312205,2.4651304140761208,99.46723325536487,0.0985861933961438,2.051473992610458,131.7822320455974,0.158169955921615,5.616775762308376,208.9485324756385,0.1164781462209822
250124,,,,,,,,,,5.6302991767925805,0.09006933969758717,279.6242913380702,16.37159118935243,0.29229183261726244,730.4741751312205,2.4651304140761208,99.46723325536487,0.09858619339614384,2.051473992610458,131.7822320455974,0.15816995592161504,5.616775762308376,208.9485324756385,0.1164781462209822
